popularity,original_title,director,runtime,release_date,vote_count,vote_average,budget_adj,revenue_adj
1.132123,Addams Family Values,Barry Sonnenfeld,94,11/19/1993,254,6.3,0,73841825.96
1.041911,Cliffhanger,Renny Harlin,112,5/28/1993,312,6.1,105662897.3,384915158.7
1.038971,Sliver,Phillip Noyce,108,5/21/1993,62,4.7,60378798.47,175551356.5
1.024955,Teenage Mutant Ninja Turtles III,Stuart Gillard,96,3/17/1993,95,5.2,31.6988692,63.39773839
1.023326,Stalingrad,Joseph Vilsmaier,134,1/21/1993,51,6.6,0,0
0.996113,The Wrong Trousers,Nick Park,30,12/17/1993,146,7.4,0,0
0.980554,Cool Runnings,Jon Turteltaub,98,9/30/1993,289,6.8,21132579.46,233763161.4
0.940335,Sleepless in Seattle,Nora Ephron,105,6/24/1993,362,6.4,31698869.2,343857082.2
0.926373,Tombstone,George P. Cosmatos,130,12/25/1993,373,7.3,37736749.04,85292698.3
0.913982,Benny & Joon,Jeremiah S. Chechik,98,4/16/1993,124,6.8,0,35023830
0.892862,For Love or Money,Barry Sonnenfeld,94,10/1/1993,35,5.4,45284098.85,16824959.75
0.885824,Carlito's Way,Brian De Palma,144,11/10/1993,394,7.4,45284098.85,55119823.24
0.873616,Hot Shots! Part Deux,Jim Abrahams,86,5/21/1993,255,6.1,37736749.04,201895871.6
0.853733,True Romance,Tony Scott,120,9/9/1993,402,7.3,18868374.52,18538632.32
0.834235,Super Mario Bros.,Annabel Jankel|Rocky Morton,104,5/27/1993,114,4,63397738.39,31464760.97
0.830934,Sister Act 2: Back in the Habit,Bill Duke,107,12/9/1993,173,5.8,57359858.54,86521352.51
0.815631,Judgment Night,Stephen Hopkins,110,10/15/1993,36,6.4,0,18320343.34
0.796639,The Pelican Brief,Alan J. Pakula,141,12/16/1993,207,6.2,67926148.28,294751265
0.794564,The Three Musketeers,Stephen Herek,105,11/11/1993,112,5.9,45284098.85,81358687.5
0.789429,RoboCop 3,Fred Dekker,104,11/5/1993,169,4.2,33208339.16,16145607.7
0.787932,What's Eating Gilbert Grape,Lasse Hallstr_¶m,118,12/17/1993,495,7.4,16604169.58,45284098.85
0.787414,Dennis the Menace,Nick Castle,94,6/23/1993,117,5.8,52831448.66,177016697.2
0.76151,Kalifornia,Dominic Sena,117,9/1/1993,96,6.3,13585229.66,3615529.246
0.756988,A Bronx Tale,Robert De Niro,121,9/14/1993,227,7.2,33208339.16,26095562.73
0.755398,Manhattan Murder Mystery,Woody Allen,104,8/18/1993,69,6.9,20377844.48,17035256.09
0.750847,Falling Down,Joel Schumacher,113,2/26/1993,380,7,37736749.04,61742744.96
0.750456,The Sandlot,David M. Evans,101,4/7/1993,147,7.1,0,48931862.83
0.743875,The Firm,Sydney Pollack,154,6/30/1993,258,6.5,63397738.39,407931792.2
0.743063,The Dark Half,George A. Romero,122,4/23/1993,28,4.9,22642049.43,16017227.28
0.711412,Nowhere to Run,Robert Harmon,94,1/15/1993,60,5.6,0,0
0.710505,Hocus Pocus,Kenny Ortega,96,7/16/1993,278,6.1,42265158.93,59646272.32
0.707901,Point of No Return,John Badham,108,3/19/1993,55,6.3,0,0
0.683387,In the Name of the Father,Jim Sheridan,133,12/12/1993,156,7.4,19623109.5,99318386.76
0.682903,Body Snatchers,Abel Ferrara,87,6/9/1993,28,5.5,19623109.5,647363.3635
0.666908,Free Willy,Simon Wincer,112,7/16/1993,226,5.9,30189399.23,232003457.6
0.665973,Mad Dog and Glory,John McNaughton,96,3/5/1993,25,5.3,0,16727321.19
0.657479,Son in Law,Steve Rash,95,7/2/1993,40,5.9,0,55017463.06
0.653566,The Vanishing,George Sluizer,109,2/5/1993,54,5.9,0,0
0.64204,Joshua Tree,Vic Armstrong,106,8/4/1993,14,5.3,0,0
0.639453,This Boyâ__s Life,Michael Caton-Jones,115,4/9/1993,85,6.7,0,6196316.833
0.636582,Striking Distance,Rowdy Herrington,102,9/17/1993,108,5.3,45.28409885,0
0.634017,The Piano,Jane Campion,121,5/19/1993,131,6.8,10566289.73,176155144.5
0.625238,Geronimo: An American Legend,Walter Hill,115,12/10/1993,19,6.1,52831448.66,28129908.61
0.62502,Bound by Honor,Taylor Hackford,180,2/5/1993,61,7.7,52831448.66,0
0.624363,Homeward Bound: The Incredible Journey,Duwayne Dunham,84,2/3/1993,111,6.6,0,0
0.613094,Much Ado About Nothing,Kenneth Branagh,111,5/7/1993,95,6.9,12075759.69,0
0.611772,The Good Son,Joseph Ruben,87,9/24/1993,94,6.2,25660989.35,67105718.14
0.602268,Wayne's World 2,Stephen Surjik,95,12/10/1993,131,5.7,0,72401726.71
0.595221,Hard Target,John Woo,97,8/20/1993,115,5.9,27170459.31,111987088.9
0.574693,The Remains of the Day,James Ivory,134,11/5/1993,96,7.1,17358904.56,35076928.63
0.565312,Batman: Mask of the Phantasm,Bruce Timm|Eric Radomski,76,12/25/1993,98,7.2,9056819.77,8479282.978
0.56486,The Age of Innocence,Martin Scorsese,139,9/17/1993,76,6.7,51321978.7,48688617.78
0.563653,Trois couleurs : Bleu,Krzysztof Kie___owski,98,1/10/1993,167,7.5,0,0
0.559697,Rising Sun,Philip Kaufman,125,7/30/1993,98,5.8,0,0
0.546652,Fearless,Peter Weir,122,10/15/1993,23,6.5,0,0
0.538484,Another Stakeout,John Badham,105,7/22/1993,18,4.9,0,0
0.523397,Dave,Ivan Reitman,110,5/7/1993,99,6.2,0,95096607.59
0.521073,Needful Things,Fraser Clarke Heston,120,8/27/1993,44,6,0,0
0.519349,Alive,Frank Marshall,120,1/15/1993,198,6.7,48303038.77,55448732.21
0.510932,Malice,Harold Becker,107,9/29/1993,47,6,0,70047460.75
0.504682,Sniper,Luis Llosa,98,1/29/1993,52,6.1,0,28671858.14
0.504169,Jason Goes to Hell: The Final Friday,Adam Marcus,87,8/13/1993,86,3.9,4528409.885,22.64204943
0.502196,Sommersby,Jon Amiel,109,2/5/1993,43,5.9,0,211449559.1
0.497622,Grumpy Old Men,Donald Petrie,103,12/25/1993,87,6.4,0,0
0.490013,National Lampoon's Loaded Weapon 1,Gene Quintano,84,2/4/1993,72,5.5,12.07575969,40.75568897
0.48588,Look Who's Talking Now!,Tom Ropelewski,96,11/5/1993,101,4.8,0,0
0.485211,Rudy,David Anspaugh,114,9/17/1993,113,7.2,18113639.54,34340989.57
0.483156,Shadowlands,Richard Attenborough,131,12/25/1993,33,6.8,33208339.16,0
0.483052,Splitting Heirs,Robert Young,87,4/2/1993,11,3.4,0,4830303.877
0.480183,Coneheads,Steve Barron,88,7/23/1993,115,4.8,0,0
0.475609,Beethoven's 2nd,Rod Daniel,89,12/14/1993,84,5,22642049.43,178484356.3
0.467083,Gettysburg,Ronald F. Maxwell,254,10/8/1993,46,6.4,0,37736749.04
0.455445,Short Cuts,Robert Altman,187,9/5/1993,52,5.9,0,9224339.237
0.453557,So I Married an Axe Murderer,Thomas Schlamme,93,7/30/1993,72,6.2,30189399.23,17487938.58
0.450208,The House of the Spirits,Bille August,140,10/19/1993,52,6.7,37736749.04,9.05681977
0.449066,Sirens,John Duigan,98,10/1/1993,15,5.4,0,11729685.02
0.448437,Weekend at Bernie's II,Robert Klane,97,7/9/1993,37,5.2,0,0
0.433773,Naked,Mike Leigh,131,9/14/1993,36,6.8,0,0
0.41174,Babylon 5: The Gathering,Richard Compton,89,2/22/1993,21,6.6,0,0
0.410092,Indecent Proposal,Adrian Lyne,117,4/7/1993,152,5.6,57359858.54,402445913.4
0.409135,Arizona Dream,Emir Kusturica,142,1/6/1993,86,7.1,28679929.27,0
0.406511,Romeo Is Bleeding,Peter Medak,100,9/13/1993,18,5.6,15094699.62,0
0.397807,Menace II Society,Albert Hughes|Allen Hughes,97,5/26/1993,94,7.1,5283144.866,42114211.93
0.396185,The Tommyknockers,John Power,181,5/9/1993,29,4.9,18.11363954,0
0.394817,Body of Evidence,Uli Edel,99,1/15/1993,25,4.4,45284098.85,20036092.94
0.38774,My Life,Bruce Joel Rubin,114,11/12/1993,19,5.9,0,41486972.82
0.38106,Heaven & Earth,Oliver Stone,140,12/24/1993,28,6.5,49812508.74,0
0.323442,Sharpe's Rifles,Tom Clegg,102,5/5/1993,11,4.5,0,0
0.375887,The Man Without a Face,Mel Gibson,114,8/25/1993,46,5.7,0,37374986.45
0.375771,Heart and Souls,Ron Underwood,104,8/13/1993,31,6.2,0,25041412.31
0.374068,Red Rock West,John Dahl,98,6/16/1993,27,6.1,12075759.69,3018939.923
0.175159,What's Love Got to Do with It,Brian Gibson,118,6/9/1993,33,7.3,0,0
0.362595,Six Degrees of Separation,Fred Schepisi,112,12/8/1993,32,6.3,0,0
0.39242,Amos & Andrew,E. Max Frye,96,3/5/1993,21,4.8,0,0
0.134756,Leprechaun,Mark Jones,92,1/8/1993,51,5.5,1358522.966,12916443.89
0.238862,Body Bags,John Carpenter|Tobe Hooper|Larry Sulkis,94,8/7/1993,21,5.3,0,0
0.339873,Rookie of the Year,Daniel Stern,103,7/7/1993,40,5.8,0,80876297.13
0.337421,Fatal Instinct,Carl Reiner,91,10/29/1993,16,5.4,0,0
0.336871,Son of the Pink Panther,Blake Edwards,93,1/1/1993,15,4,37736749.04,3680134.56
0.333014,Bad Boy Bubby,Rolf de Heer,114,9/1/1993,28,7.1,1132102.471,0
0.327666,And the Band Played On,Roger Spottiswoode,140,9/11/1993,12,4.4,0,0
0.542485,The Secret Garden,Agnieszka Holland,102,8/13/1993,113,7,0,0
0.321865,Little Buddha,Bernardo Bertolucci,140,12/1/1993,33,5.8,52831448.66,7333214.89
0.320607,Killing Zoe,Roger Avary,96,10/1/1993,46,5.8,2264204.943,632409.0446
0.32051,Mr. Jones,Mike Figgis,114,10/8/1993,14,5.5,0,0
0.313792,Poetic Justice,John Singleton,109,7/23/1993,24,6.8,21132579.46,41534252.44
0.299195,Germinal,Claude Berri,160,9/29/1993,18,6.3,0,0
0.29896,Matinee,Joe Dante,99,1/29/1993,15,6,0,14389618.65
0.297843,Searching for Bobby Fischer,Steven Zaillian,110,8/13/1993,37,7.2,0,10968386.87
0.293473,Even Cowgirls Get the Blues,Gus Van Sant,96,9/13/1993,14,4.5,12075759.69,0
0.288407,M. Butterfly,David Cronenberg,101,9/9/1993,11,6.4,0,2263895.501
0.286492,Children of the Corn II: The Final Sacrifice,David Price,92,1/29/1993,15,4.7,1358522.966,10537588.67
0.285641,Swing Kids,Thomas Carter,112,3/5/1993,36,7.1,0,8501464.639
0.284435,Freaked,Alex Winter|Tom Stern,86,9/11/1993,10,5.3,0,0
0.279635,The Program,David S. Ward,112,9/24/1993,15,5.9,0,34781508.75
0.269327,The Joy Luck Club,Wayne Wang,139,9/8/1993,17,6.8,16604169.58,49602897.7
0.268507,Made in America,Richard Benjamin,111,5/27/1993,41,5.6,33208339.16,0
0.262971,The Beverly Hillbillies,Penelope Spheeris,93,10/15/1993,40,5.3,0,0
0.261518,Cop and _½,Henry Winkler,97,4/2/1993,11,5.1,0,0
0.256768,Untamed Heart,Tony Bill,102,2/12/1993,24,5.9,0,28527780.74
0.512054,Warlock: The Armageddon,Anthony Hickox,98,5/1/1993,20,5.4,0,0
0.240771,The Crush,Alan Shapiro,89,4/2/1993,28,5.9,9056819.77,20542974.46
0.23906,Fire in the Sky,Robert Lieberman,109,3/12/1993,49,6.4,30016643.42,29773289.69
0.231644,We're Back! A Dinosaur's Story,Phil Nibbelink|Simon Wells|Dick Zondag|Ralph Zondag,64,11/24/1993,50,5.7,0,14063763.33
0.246803,King of the Hill,Steven Soderbergh,103,8/20/1993,12,5.4,0,0
0.230512,American Ninja 5,Bobby Gene Leonard,102,1/1/1993,10,4.2,0,0
0.226302,"Double, Double, Toil and Trouble",Stuart Margolin,96,10/30/1993,12,6.1,0,0
0.225616,Cronos,Guillermo del Toro,94,9/12/1993,57,5.9,0,0
0.211198,Fong Sai Yuk juk jaap,Corey Yuen Kwai,95,7/30/1993,13,6.1,0,4479605.702
0.210436,Cyborg 2,Michael Schroeder,99,11/24/1993,15,3.5,7547349.808,0
0.209795,Sing si lip yan,Wong Jing,105,1/16/1993,38,6.6,0,0
0.207999,Only the Strong,Sheldon Lettich,99,8/27/1993,12,6.7,9056819.77,4956149.898
0.200168,Father Hood,Darrell James Roodt,95,8/27/1993,10,5.9,0,5159581.164
0.197668,Zhong an zu,Kirk Wong,103,6/24/1993,18,6.5,0,293923.9909
0.191825,Undercover Blues,Herbert Ross,90,9/10/1993,15,5.8,0,18742614.54
0.191721,Man's Best Friend,John Lafia,97,11/19/1993,10,5.5,9056819.77,19584823.31
0.190206,Boxing Helena,Jennifer Chambers Lynch,107,6/18/1993,27,4.6,0,2711595.235
0.181982,Fong Sai Yuk,Corey Yuen Kwai,106,3/4/1993,20,7.1,0,5972841.315
0.181726,The Thing Called Love,Peter Bogdanovich,116,7/16/1993,14,5.8,21132579.46,0
0.181665,Cannibal! The Musical,Trey Parker,97,10/1/1993,19,6.7,188683.7452,0
0.174646,Once Upon a Forest,Charles Grosvenor,71,6/18/1993,12,6.1,0,9924608.013
0.168519,Ticks,Tony Randel,85,10/12/1993,13,5.2,3018939.923,0
0.246549,Necronomicon,Christophe Gans|Shusuke Kaneko|Brian Yuzna,96,11/1/1993,12,4.8,0,0
0.152064,Just One of the Girls,Michael Keusch,91,9/13/1993,10,6.4,0,0
0.151355,The Meteor Man,Robert Townsend,100,8/6/1993,12,4.8,45.28409885,0
0.140785,Dragon: The Bruce Lee Story,Rob Cohen,120,5/7/1993,72,6.9,21132579.46,95872087.21
0.132556,The Snapper,Stephen Frears,91,8/6/1993,10,5.6,0,0
0.13078,Mr. Nanny,Michael Gottlieb,84,10/8/1993,25,5.2,0,0
0.128982,Return of the Living Dead 3,Brian Yuzna,97,10/1/1993,34,5.6,3018939.923,81823.83821
0.271575,Boiling Point,James B. Harris,92,4/16/1993,13,4.7,0,0
0.126597,Doppelganger,Avi Nesher,104,3/1/1993,10,5.5,0,0
0.09373,The Adventures of Huck Finn,Stephen Sommers,108,4/2/1993,15,6.6,0,0
0.265865,å¤ªæžå¼_ä¸_�ä¸�,Yuen Woo-Ping,96,11/18/1993,29,7,0,0
0.118854,The Making of 'The Nightmare Before Christmas',,25,10/3/1993,15,7.5,0,0
0.116288,My Boyfriend's Back,Bob Balaban,85,8/6/1993,10,4.8,0,0
0.27659,The Real McCoy,Russell Mulcahy,100,9/10/1993,21,5.6,0,0
0.418515,Surf Ninjas,Neal Israel,87,9/20/1993,20,5.3,0,7420758.11
0.093323,Wong Fei Hung V: Tit gai dau ng gung,Wong Jing,111,4/1/1993,15,5.3,0,0
0.276654,Xi yan,Ang Lee,109,8/4/1993,20,6.8,1509469.962,10465848.09
0.085248,"Clean, Shaven",Lodge Kerrigan,79,9/5/1993,11,6.3,102643.9574,0
0.085043,Acci_³n mutante,_lex de la Iglesia,94,2/3/1993,18,5.6,0,0
0.03797,CB4,Tamra Davis,89,3/12/1993,16,6.5,0,27100688.59
0.143989,12:01,Jack Sholder,92,7/5/1993,18,5.9,0,0
0.014992,The Thief and the Cobbler,Richard Williams,72,9/23/1993,14,6.3,0,0
0.012941,Bill Hicks: Revelations,Chris Bould,60,5/27/1993,11,7.8,0,0
2.550704,The Jungle Book,Wolfgang Reitherman,78,10/18/1967,928,7,26147054.96,1345551059
2.22723,The Graduate,Mike Nichols,106,12/21/1967,426,7.5,19610291.22,682419190.9
1.975304,Casino Royale,Val Guest|Ken Hughes|John Huston|Joseph McGrath|Robert Parrish,131,4/13/1967,76,5.4,78441164.88,272875359
1.554808,You Only Live Twice,Lewis Gilbert,117,6/12/1967,301,6.2,62099255.53,729403389.6
1.022408,Bonnie and Clyde,Arthur Penn,111,7/18/1967,153,7.6,16341909.35,331413921.6
0.734072,Belle de jour,Luis Bu_±uel,101,5/24/1967,78,6.9,0,0
0.678719,Cool Hand Luke,Stuart Rosenberg,126,6/22/1967,171,7.2,19610291.22,106011750.5
0.586061,Wait Until Dark,Terence Young,108,10/26/1967,42,7.5,26147054.96,71904401.14
0.564781,Dance of the Vampires,Roman Polanski,108,2/1/1967,61,6.7,0,0
0.527322,The Producers,Mel Brooks,88,11/22/1967,70,6.8,6190315.262,0
0.502062,Billion Dollar Brain,Ken Russell,111,11/2/1967,13,4.6,0,0
0.485288,The Dirty Dozen,Robert Aldrich,150,6/15/1967,168,7.2,163419093.5,296115397.4
0.428652,In the Heat of the Night,Norman Jewison,109,8/2/1967,83,7,13073527.48,178976447.4
0.438314,The Night of the Generals,Anatole Litvak,148,1/29/1967,18,6.1,0,0
0.214587,"To Sir, with Love",James Clavell,105,6/14/1967,29,7.2,4183528.793,0
0.321935,Guess Who's Coming to Dinner,Stanley Kramer,108,12/11/1967,72,7.4,26147054.96,370416614.1
0.311525,Quatermass and the Pit,Roy Ward Baker,97,11/9/1967,21,5.3,0,0
0.2771,In Cold Blood,Richard Brooks,134,12/14/1967,28,6.9,22878673.09,0
0.247575,The Taming of the Shrew,Franco Zeffirelli,122,3/7/1967,15,5.2,0,0
0.201545,Carry On Doctor,Gerald Thomas,90,12/2/1967,10,5.9,0,0
0.241283,Doctor Dolittle,Richard Fleischer,152,12/19/1967,16,5.1,117661747.3,58830873.66
0.239833,Hombre,Martin Ritt,111,3/21/1967,24,6.5,0,0
0.213291,Valley of the Dolls,Mark Robson,123,12/27/1967,13,6.2,32683818.7,326838187
0.197331,Barefoot in the Park,Gene Saks,106,5/25/1967,37,6.9,0,0
0.161576,Two for the Road,Stanley Donen,111,4/27/1967,20,6.7,0,0
0.337261,Point Blank,John Boorman,92,8/30/1967,35,6.7,0,0
0.139647,The War Wagon,Burt Kennedy,96,5/27/1967,16,6.3,0,39220582.44
0.114342,A Countess from Hong Kong,Charles Chaplin,120,1/5/1967,17,5.4,22878673.09,13073527.48
0.114034,Magical Mystery Tour,,55,12/25/1967,15,5.8,0,0
0.109398,Spider Baby,Jack Hill |Bart Patton,81,12/24/1967,15,6.3,424889.6431,0
0.154786,Kaij_«t_ no Kessen: Gojira no Musuko,Jun Fukuda,86,12/16/1967,12,5.7,0,0
0.225687,Bedazzled,Stanley Donen,103,10/30/1967,16,5.7,0,0
0.095101,Dont Look Back,D.A. Pennebaker,96,5/17/1967,19,6.9,0,0
0.094057,The Gnome-Mobile,Robert Stevenson,85,7/17/1967,12,5.5,0,0
0.093993,Thoroughly Modern Millie,George Roy Hill,138,3/21/1967,11,5.5,0,0
0.174153,Frankenstein Created Woman,Terence Fisher,92,3/15/1967,12,5.4,0,0
0.146906,Six Men Getting Sick,David Lynch,4,1/1/1967,16,5.2,1307.352748,0
0.054863,Who's That Knocking at My Door,Martin Scorsese,90,11/15/1967,10,5.3,0,0
0.054432,Follow That Camel,Gerald Thomas,95,9/1/1967,10,5.5,0,0
0.034181,In Like Flint,Gordon Douglas,114,3/15/1967,13,5.5,0,0
2.508235,From Russia With Love,Terence Young,115,10/11/1963,458,6.7,17800448.43,561773359
2.18041,The Sword in the Stone,Wolfgang Reitherman,79,12/25/1963,486,6.7,0,0
1.139321,The Birds,Alfred Hitchcock,119,3/28/1963,434,7,17800448.43,81195171.95
0.920094,Charade,Stanley Donen,113,12/5/1963,187,7.5,28480717.49,95941483.52
0.907078,Dinner for One,Heinz Dunkhase,18,6/8/1963,19,6.3,0,0
0.804533,Cleopatra,Joseph L. Mankiewicz|Rouben Mamoulian|Darryl F. Zanuck,248,6/12/1963,68,6.3,221544381.1,411190358.7
0.78112,"It's a Mad, Mad, Mad, Mad World",Stanley Kramer,163,11/7/1963,63,6.5,66929686.09,0
0.704895,The Pink Panther,Blake Edwards,115,12/19/1963,102,6.8,0,77454073.06
0.664326,The Great Escape,John Sturges,172,6/20/1963,409,7.5,28480717.49,35600896.86
0.628166,The Haunting,Robert Wise,112,9/18/1963,53,6.7,0,0
0.50154,Lord of the Flies,Peter Brook,92,8/13/1963,89,6.4,0,0
0.479771,Irma la Douce,Billy Wilder,135,6/5/1963,29,6.8,0,0
0.62852,Murder at the Gallop,George Pollock,81,1/1/1963,10,5.4,0,0
0.334587,The Day of the Triffids,Freddie Francis|Steve Sekely,94,4/24/1963,22,6,5340134.529,0
0.3104,Hud,Martin Ritt,112,5/29/1963,24,7,0,0
0.250451,Tom Jones,Tony Richardson,128,10/6/1963,16,5.4,7120179.372,0
0.249429,The Raven,Roger Corman,86,1/25/1963,20,5.9,0,0
0.215025,Donovan's Reef,John Ford,109,6/12/1963,14,6,0,0
0.209065,Shock Corridor,Samuel Fuller,101,9/11/1963,25,5.9,0,0
0.207161,55 Days at Peking,Nicholas Ray|Guy Green,154,5/6/1963,18,5.6,121043049.3,71201793.72
0.203675,The Terror,Roger Corman|Francis Ford Coppola|Monte Hellman|Jack Hill |Jack Nicholson,81,6/17/1963,10,5,0,0
0.201754,Le Feu follet,Louis Malle,108,10/15/1963,16,7.3,0,0
0.198774,The Nutty Professor,Jerry Lewis,107,6/4/1963,39,6.7,0,0
0.188442,This Sporting Life,Lindsay Anderson,134,1/15/1963,11,5.8,0,0
0.183514,McLintock!,Andrew V. McLaglen,127,11/13/1963,23,5.7,0,0
0.178713,Jason and the Argonauts,Don Chaffey,104,6/19/1963,58,6.8,7120179.372,0
0.601084,X: The Man with the X-Ray Eyes,Roger Corman,79,9/18/1963,22,6.3,0,0
0.144419,Billy Liar,John Schlesinger,93,6/5/1963,14,6,0,0
0.142055,The Haunted Palace,Roger Corman,87,8/28/1963,15,6.1,0,0
0.12157,The Servant,Joseph Losey,116,11/1/1963,18,6.2,0,0
0.115164,Lilies of the Field,Ralph Nelson,94,6/4/1963,12,5,0,0
0.094935,The Prize,Mark Robson,134,12/25/1963,11,6.5,0,0
0.048376,The Kiss of the Vampire,Don Sharp,88,9/11/1963,10,6.7,0,0
0.045417,La frusta e il corpo,Mario Bava,87,8/29/1963,11,6.7,473491.9282,0
2.485419,Aliens,James Cameron,137,7/18/1986,2027,7.6,36804018.6,260732097.6
1.528427,Highlander,Russell Mulcahy,116,3/7/1986,312,6.5,31830502.57,11737497.82
1.522478,Platoon,Oliver Stone,120,12/18/1986,650,7.3,11936438.47,275593594.1
1.469796,Top Gun,Tony Scott,110,5/16/1986,1046,6.6,29841096.16,709881085.2
1.36519,Ferris Bueller's Day Off,John Hughes,103,6/11/1986,755,7.3,11936438.47,139529742.1
1.349043,Stand by Me,Rob Reiner,89,8/7/1986,792,7.5,15915251.29,104020093
1.346332,Ast_©rix chez les Bretons,Pino Van Lamsweerde,79,12/3/1986,74,6.6,0,0
1.251215,An American Tail,Don Bluth,80,11/21/1986,181,6.6,0,168188400.8
1.161643,The Fly,David Cronenberg,96,8/15/1986,502,6.9,29841096.16,120616037.6
1.161139,Nine 1/2 Weeks,Adrian Lyne,117,2/14/1986,90,5.9,33819908.98,13400486.41
1.136303,The Great Mouse Detective,Ron Clements|Burny Mattinson|David Michener|John Musker,74,7/2/1986,174,6.7,27851689.75,163976403.7
1.045604,Pirates,Roman Polanski,124,5/8/1986,22,6.2,79576256.43,3266257.181
1.004166,Allan Quatermain and the Lost City of Gold,Gary Nelson,99,12/17/1986,32,4.4,0,0
0.995618,Short Circuit,John Badham,98,5/9/1986,311,6.3,0,80964386.64
0.994488,Blue Velvet,David Lynch,120,8/1/1986,354,7.3,11936438.47,17011867.8
0.971594,Star Trek IV: The Voyage Home,Leonard Nimoy,119,11/25/1986,275,6.6,47745753.86,264591052.6
0.969383,Howard the Duck,Willard Huyck,110,8/1/1986,105,4.9,73608037.2,75523385.97
0.960984,Big Trouble in Little China,John Carpenter,99,5/30/1986,347,6.7,49735160.27,21883470.52
0.91418,The Color of Money,Martin Scorsese,119,10/7/1986,130,6.5,27453808.47,104033983
0.889306,The Name of the Rose,Jean-Jacques Annaud,130,9/24/1986,363,7,39788128.22,153582174.9
0.828455,Labyrinth,Jim Henson,101,6/27/1986,336,6.9,49735160.27,25324978.49
0.802539,Cobra,George P. Cosmatos,87,3/21/1986,217,5.5,0,97564914.83
0.799534,The Hitcher,Robert Harmon,97,2/21/1986,62,6.6,0,11627817.87
0.772494,"The Karate Kid, Part II",John G. Avildsen,113,6/18/1986,211,5.8,224.8029244,228988593.7
0.759795,Flight of the Navigator,Randal Kleiser,90,7/30/1986,119,6.7,0,36932560.12
0.731945,_¡Three Amigos!,John Landis,102,12/12/1986,134,6.3,49735160.27,0
0.719299,Raw Deal,John Irvin,106,6/6/1986,82,5.7,16909954.49,32247201.65
0.680643,Crocodile Dundee,Peter Faiman,97,9/26/1986,248,6.2,9947032.054,652930158.9
0.669137,Heartbreak Ridge,Clint Eastwood,130,12/15/1986,121,6.5,29841096.16,84995433.32
0.642842,The Golden Child,Michael Ritchie,94,12/12/1986,152,5.4,49735160.27,158790319.5
0.605767,Ruthless People,Jim Abrahams|David Zucker|Jerry Zucker,93,6/26/1986,42,6.3,0,142490993.5
0.582226,Poltergeist II: The Other Side,Brian Gibson,91,5/23/1986,73,5.6,37798721.81,81559028.17
0.566943,The Money Pit,Richard Benjamin,91,3/15/1986,137,6.4,19894064.11,109416658.3
0.557155,Little Shop of Horrors,Frank Oz,94,12/19/1986,221,6.4,49735160.27,77086305.42
0.551745,Nothing in Common,Garry Marshall,118,7/29/1986,16,5.6,0,0
0.546365,The Mission,Roland Joff_©,126,9/29/1986,127,6.8,48740457.07,34253645.34
0.544757,Hoosiers,David Anspaugh,114,11/14/1986,62,6.7,17904657.7,56911991.64
0.541302,Friday the 13th Part VI: Jason Lives,Tom McLoughlin,86,8/1/1986,90,5.5,5968219.233,38737835.03
0.532252,The Mosquito Coast,Peter Weir,119,11/26/1986,45,6.1,0,28454040.24
0.524096,From Beyond,Stuart Gordon,86,6/5/1986,36,5.8,8952328.849,2508641.484
0.523347,"No Retreat, No Surrender",Corey Yuen Kwai,85,5/2/1986,45,6.2,0,9274885.236
0.523108,Police Academy 3: Back in Training,Jerry Paris,83,3/20/1986,115,5.4,0,86696666.25
0.516685,Critters,Stephen Herek,82,4/11/1986,112,5.7,3978812.822,26194975.75
0.515686,Pretty in Pink,Howard Deutch,96,2/28/1986,159,6.6,0,80514585.83
0.506902,Sid & Nancy,Alex Cox,112,11/7/1986,47,6.6,7957625.643,5623102.977
0.502047,Crossroads,Walter Hill,99,3/14/1986,32,6.7,0,11417107.9
0.484711,D_¨moni 2,Lamberto Bava,91,10/9/1986,25,5.4,2984109.616,0
0.476819,Hannah and Her Sisters,Woody Allen,107,2/7/1986,102,7.3,12732201.03,79743448.14
0.464307,Soul Man,Steve Miner,104,10/24/1986,15,5.4,0,0
0.461807,King Kong Lives,John Guillermin|Charles McCracken,105,11/21/1986,13,3.5,19894064.11,9372531.271
0.459005,Salvador,Oliver Stone,123,4/23/1986,22,6.3,8952328.849,0
0.438751,The Transformers: The Movie,Nelson Shin,84,8/8/1986,70,7.2,0,11352460.15
0.438164,Jumpin' Jack Flash,Penny Marshall,100,10/9/1986,39,5.3,0,0
0.437451,Down and Out in Beverly Hills,Paul Mazursky,103,1/31/1986,19,5.1,27851689.75,123610225.5
0.433281,The Big Easy,Jim McBride,102,11/27/1986,18,6.1,0,0
0.425424,Maximum Overdrive,Stephen King,97,7/25/1986,68,5.4,19894064.11,14788576.83
0.400218,A Room with a View,James Ivory,117,3/7/1986,80,6.6,5968219.233,41711175.99
0.399032,Firewalker,J. Lee Thompson,104,11/21/1986,25,4.9,0,23772380.08
0.389778,Peggy Sue Got Married,Francis Ford Coppola,103,10/5/1986,57,5.7,35809315.4,82327289.19
0.385622,Something Wild,Jonathan Demme,113,11/7/1986,28,6.6,0,16637344.14
0.385105,April Fool's Day,Fred Walton,89,3/28/1986,29,6.1,9947032.054,0
0.384232,Psycho III,Anthony Perkins,93,6/27/1986,26,4.7,0,28809799.82
0.375434,Mona Lisa,Neil Jordan,104,6/13/1986,24,6.4,0,0
